0 ; 0
0.427053 ; 0.354911
0.425014 ; 0.350091
0.421414 ; 0.350666
0.416622 ; 0.350994
0.412551 ; 0.349259
0.408963 ; 0.348274
0.405394 ; 0.346285
0.399024 ; 0.342058
0.395803 ; 0.33779
0.390788 ; 0.332317
0.387759 ; 0.327827
0.383156 ; 0.321825
0.379703 ; 0.315888
0.377035 ; 0.311143
0.373416 ; 0.303354
0.370364 ; 0.300338
0.365968 ; 0.295382
0.363186 ; 0.28902
0.360553 ; 0.282512
0.35853 ; 0.277162
0.355117 ; 0.270354
0.353202 ; 0.264914
0.350235 ; 0.257075
0.348372 ; 0.251647
0.345531 ; 0.246305
0.34254 ; 0.239165
0.340899 ; 0.23143
0.338303 ; 0.226344
0.336385 ; 0.219575
0.335067 ; 0.213665
0.333184 ; 0.207029
0.330704 ; 0.199808
0.328698 ; 0.19382
0.32754 ; 0.187969
0.325895 ; 0.181387
0.324211 ; 0.175085
0.32237 ; 0.167357
0.321079 ; 0.162594
0.319944 ; 0.155596
0.318971 ; 0.150277
0.317262 ; 0.143232
0.315727 ; 0.135898
0.314528 ; 0.129836
0.313669 ; 0.124849
0.312278 ; 0.118131
0.311552 ; 0.111408
0.310852 ; 0.106533
0.310175 ; 0.101693
0.309008 ; 0.0951319
0.308062 ; 0.0898256
0.307369 ; 0.0819197
0.306954 ; 0.0765939
0.306308 ; 0.0706172
0.305731 ; 0.0644107
0.304881 ; 0.0581498
0.304284 ; 0.052681
0.30402 ; 0.0489554
0.303452 ; 0.0403419
0.302936 ; 0.035625
0.302545 ; 0.032001
0.302061 ; 0.0261235
0.301749 ; 0.0206499
0.301496 ; 0.01652
0.301108 ; 0.0104103
0.3009 ; 0.00776911
0.300511 ; 0.00165033
0.300183 ; -0.00462246
0.299781 ; -0.0120335
0.29947 ; -0.0180693
0.299113 ; -0.0249543
0.298881 ; -0.0292006
0.298397 ; -0.0383458
0.298069 ; -0.0446129
0.297905 ; -0.04986
0.297586 ; -0.0560288
0.297373 ; -0.0597858
0.297146 ; -0.0662665
0.29697 ; -0.0715909
0.296733 ; -0.0771689
0.296653 ; -0.0822196
0.296621 ; -0.0862699
0.296621 ; -0.0923486
0.296293 ; -0.0994902
0.296063 ; -0.104243
0.296197 ; -0.109859
0.295931 ; -0.115367
0.295515 ; -0.120183
0.295448 ; -0.125844
0.295478 ; -0.128471
0.295438 ; -0.132922
0.295538 ; -0.138474
0.295487 ; -0.142653
0.295388 ; -0.146169
0.295447 ; -0.149437
0.29559 ; -0.157135
0.295322 ; -0.160361
0.295532 ; -0.163599
0.295889 ; -0.167418
0.296038 ; -0.172276
0.296314 ; -0.175864
0.29624 ; -0.179203
0.296452 ; -0.182893
0.296627 ; -0.186663
0.296412 ; -0.190293
0.29576 ; -0.197124
0.296182 ; -0.199876
0.29688 ; -0.204008
0.297119 ; -0.207914
0.296553 ; -0.212931
0.296533 ; -0.216362
0.296506 ; -0.221539
0.296686 ; -0.22558
0.296298 ; -0.229469
0.296092 ; -0.234764
0.296457 ; -0.238508
0.296156 ; -0.243141
0.29646 ; -0.24707
0.296041 ; -0.250921
0.296144 ; -0.255657
0.29689 ; -0.258707
0.29714 ; -0.260664
0.297396 ; -0.265232
0.297052 ; -0.268709
0.296903 ; -0.27116
0.296443 ; -0.274265
0.296637 ; -0.27681
0.296119 ; -0.279501
0.295807 ; -0.281097
0.29594 ; -0.283524
0.295797 ; -0.286407
0.295134 ; -0.289442
0.294538 ; -0.292388
0.294665 ; -0.29455
0.295259 ; -0.296249
0.294971 ; -0.298834
0.29409 ; -0.302062
0.29439 ; -0.304266
0.295101 ; -0.305639
0.294568 ; -0.308828
0.294556 ; -0.311567
0.295087 ; -0.316103
0.295168 ; -0.317728
0.295461 ; -0.319683
0.295247 ; -0.324011
0.29546 ; -0.32477
0.294847 ; -0.328007
0.295137 ; -0.329374
0.296859 ; -0.333412
0.297225 ; -0.334351
0.297293 ; -0.336025
0.297116 ; -0.338329
0.296507 ; -0.340851
0.295993 ; -0.342751
0.296739 ; -0.344265
0.297968 ; -0.345482
0.297586 ; -0.346622
0.297179 ; -0.349911
0.297963 ; -0.351482
0.298351 ; -0.352505
0.297316 ; -0.357044
0.296534 ; -0.359459
0.297012 ; -0.360352
0.298271 ; -0.361645
0.297963 ; -0.363823
0.297525 ; -0.365036
0.29767 ; -0.366653
0.298168 ; -0.367092
0.298392 ; -0.367615
0.29811 ; -0.368767
0.298983 ; -0.368805
0.300266 ; -0.368408
0.300769 ; -0.368378
0.300088 ; -0.369263
0.299826 ; -0.369629
0.300037 ; -0.369629
0.299591 ; -0.370026
0.300178 ; -0.369629
0.300777 ; -0.369339
0.301569 ; -0.368919
0.301176 ; -0.369476
0.301524 ; -0.369614
0.3017 ; -0.369957
0.301629 ; -0.370598
0.301348 ; -0.37146
0.301352 ; -0.372002
0.301241 ; -0.372849
0.301524 ; -0.373199
0.301018 ; -0.374023
0.300917 ; -0.374596
0.301917 ; -0.373993
0.301885 ; -0.374088
0.301144 ; -0.374695
0.300498 ; -0.375305
0.300585 ; -0.37532
0.300687 ; -0.375366
0.30041 ; -0.375702
0.300668 ; -0.375427
0.300266 ; -0.375488
0.300089 ; -0.375244
0.300543 ; -0.374008
0.300486 ; -0.373627
0.299818 ; -0.373047
0.300291 ; -0.372162
0.301391 ; -0.370621
0.302536 ; -0.368923
0.302716 ; -0.368336
0.302978 ; -0.367558
0.302616 ; -0.36747
0.30241 ; -0.366898
0.302706 ; -0.366211
0.30322 ; -0.364918
0.302764 ; -0.364601
0.303783 ; -0.363329
0.304274 ; -0.362719
0.304837 ; -0.362236
0.306168 ; -0.3613
0.306745 ; -0.361021
0.306648 ; -0.361471
0.307246 ; -0.361167
0.307778 ; -0.360909
0.308653 ; -0.36025
0.308437 ; -0.360541
0.308562 ; -0.360559
0.307757 ; -0.361435
